Dist_Name,Human_fatality,Human_injured,Population,Mean_Flood_Duration,Fatalities_per_1000,Injured_per_1000,Impact_Score,Impact_Level,Dist_Name_clean,Flood_Count,Avg_Flood_Duration,Max_Flood_Duration,Total_Flood_Duration,Districts_clean,Event_Impact,DFSI,Population_Density,Supply_Priority_Score,Supply_Priority_Level
Mancherial,1,0,750195,10.0,0.0013329867567765715,0.0,1.0006664933783882,Low,mancherial,1.0,1.0,1.0,1.0,mancherial,0.0,0,0.05596800297940958,0.00911325319330947,Low
Medak,38,1,858985,14.0,0.04423825794396875,0.0011641646827360197,1.4227012113133526,Low,medak,7.0,16.571428571428573,107.0,116.0,medak,1.6,0,0.0640842381504384,0.03401010092716253,Low
Medchal Malkajgiri,6,1,3917267,15.0,0.001531680122902013,0.00025528002048366883,1.5008934800716929,Low,medchal malkajgiri,1.0,2.0,2.0,2.0,medchal malkajgiri,0.0,0,0.29224616416684035,0.012754594259661247,Low
Nagarkurnool,1,0,978724,10.0,0.0010217385085069949,0.0,1.0005108692542535,Low,nagarkurnool,1.0,1.0,1.0,1.0,nagarkurnool,0.0,0,0.07301731916104434,0.009139990196948129,Low
Nalgonda,67,2,1795837,8.0,0.03730850851162996,0.001113686821242685,0.8192110976664364,Low,nalgonda,4.0,1.5,2.0,6.0,nalgonda,0.8,0,0.13397771321660895,0.019126821218101997,Low
Nirmal,2,0,747102,10.0,0.002677010635763256,0.0,1.0013385053178816,Low,nirmal,0.0,0.0,0.0,0.0,,0.0,0,0.055737250930655166,0.0058619661166362195,Low
Nizamabad,95,1,1716963,8.0,0.055330254641480336,0.0005824237330682141,0.8279563391872743,Low,nizamabad,13.0,4.384615384615385,31.0,57.0,nizamabad,3.6,0,0.12809334946185458,0.053029161556790244,Low
Peddapalli,1,0,919259,10.0,0.0010878327000333964,0.0,1.0005439163500167,Low,peddapalli,0.0,0.0,0.0,0.0,,0.0,0,0.06858095621918177,0.005877697858232402,Low
Rajanna Sircilla,1,0,587140,9.0,0.001703171304969854,0.0,0.9008515856524849,Low,rajanna sircilla,1.0,6.0,6.0,6.0,rajanna sircilla,0.0,0,0.043803348821747065,0.008443601196295378,Low
Ranga Reddy,1,0,3667925,4.0,0.0002726337097950476,0.0,0.40013631685489753,Low,ranga reddy,10.0,1.8,7.0,18.0,ranga reddy,0.4,0,0.273644102304402,0.035506393914578736,Low
Sangareddy,6,1,1729145,7.0,0.0034699229966255,0.0005783204994375833,0.7020241217480316,Low,sangareddy,7.0,2.0,7.0,14.0,sangareddy,0.0,0,0.129002182781585,0.026819513788057355,Low
Siddipet,2,0,1102022,7.0,0.0018148458016264647,0.0,0.7009074229008133,Low,siddipet,3.0,1.6666666666666667,2.0,5.0,siddipet,0.4,0,0.08221591796716174,0.014366002710892209,Low
Suryapet,1,0,1145777,11.0,0.0008727701812830944,0.0,1.1004363850906416,Low,suryapet,1.0,3.0,3.0,3.0,suryapet,0.0,0,0.08548024253659244,0.0098108477920849,Low
Vikarabad,10,1,1308948,9.0,0.007639722891971263,0.0007639722891971262,0.9042018475905842,Low,vikarabad,5.0,2.6,7.0,13.0,vikarabad,1.6,0,0.09765355082864083,0.02417843829779063,Low
Wanaparthy,1,0,680558,10.0,0.0014693824773200814,0.0,1.00073469123866,Low,wanaparthy,1.0,1.0,1.0,1.0,wanaparthy,0.0,0,0.0507727619774339,0.009105241201070952,Low
Warangal Rural,134,2,811309,6.0,0.16516518367231228,0.0024651519951091384,0.6838151678337108,Low,warangal rural,0.0,0.0,0.0,0.0,,0.0,0,0.06052738891784377,0.0038025037721026826,Low
Warangal Urban,127,1,1152989,7.0,0.11014849230998736,0.0008673109630707665,0.7555079016365291,Low,warangal urban,0.0,0.0,0.0,0.0,,0.0,0,0.0860182909606522,0.00431075467148103,Low
Yadadri Bhuvanagiri,3,0,769265,10.0,0.003899826457722631,0.0,1.0019499132288614,Low,yadadri bhuvanagiri,2.0,1.5,2.0,3.0,yadadri bhuvanagiri,0.8,0,0.05739071283060472,0.01368132600533633,Low
Bhadradri Kothagudem,2,0,1149137,8.0,0.0017404365188833013,0.0,0.8008702182594417,Low,bhadradri kothagudem,6.0,2.6666666666666665,8.0,16.0,bhadradri kothagudem,0.8,0,0.08573091401535572,0.025439456351313353,Low
Jayashankar,4,1,423171,18.0,0.009452443574819634,0.0023631108937049086,1.8059077772342622,Low,jayashankar,0.0,0.0,0.0,0.0,,0.0,0,0.031570506053492396,0.011060838539573134,Low
Narayanpet,11,0,669576,5.0,0.01642830686882445,0.0,0.5082141534344122,Low,narayanpet,5.0,1.8,3.0,9.0,narayanpet,4.0,0,0.04995345418583321,0.02542903663581491,Low
North Tripura,96,1,417050,4.0,0.23018822683131518,0.0023977940294928664,0.516293010430404,Low,north tripura,6.0,2.0,5.0,12.0,north tripura,29.200000000000003,0,0.03111385125542394,0.06972286928895495,Low
Dhalai,12,1,436885,4.0,0.027467182439314692,0.0022889318699428913,0.41487805715462883,Low,dhalai,1.0,1.0,1.0,1.0,dhalai,0.0,0,0.0325936336308018,0.005261389471999893,Low
Sipahijala,10,1,477873,4.0,0.020926061945328568,0.0020926061945328567,0.41150933406993073,Low,sipahijala,0.0,0.0,0.0,0.0,,0.0,0,0.03565152725328667,0.001989147635762756,Low
Gomati,10,1,559331,4.0,0.017878501280994614,0.0017878501280994615,0.4098331757045471,Low,gomati,0.0,0.0,0.0,0.0,,0.0,0,0.041728669311947075,0.001988126303560693,Low
Khowai,10,1,324410,4.0,0.030825190345550382,0.0030825190345550382,0.41695385469005275,Low,khowai,0.0,0.0,0.0,0.0,,0.0,0,0.02420248048380789,0.0020059596219343476,Low
West Tripura,66,110,1081396,4.0,0.061032221313931254,0.10172036885655208,0.4813762950852417,Low,west tripura,11.0,1.4545454545454546,3.0,16.0,west tripura,48.8,0,0.08067712334782504,0.1177544556115004,Low
South Tripura,12,2,415745,4.0,0.02886384682918616,0.004810641138197693,0.41683724398369193,Low,south tripura,3.0,1.0,1.0,3.0,south tripura,0.0,0,0.031016492243582848,0.01178215123322582,Low
Unokoti,10,1,370767,4.0,0.026971116631199648,0.002697111663119965,0.4148341141471598,Low,unokoti,0.0,0.0,0.0,0.0,,0.0,0,0.027660926240066584,0.0019977880118334616,Low
Amroha,54,3,2208108,24.0,0.0244553255547283,0.0013586291974849055,2.412906977376107,Low,amroha,1.0,1.0,1.0,1.0,amroha,0.4,0,0.1647350290562562,0.019135839720757757,Low
Hapur,58,1,1831968,28.0,0.03165994165836958,0.0005458610630753376,2.816102901360723,Low,hapur,0.0,0.0,0.0,0.0,,0.0,0,0.1366732522639887,0.017808857783159545,Low
Bareilly,85,7,5352228,19.0,0.01588123674850922,0.0013078665557595826,1.9085945516521345,Low,bareilly,7.0,2.4285714285714284,7.0,17.0,bareilly,9.1,0,0.3993008653089921,0.0499264833138132,Low
Pilibhit,98,1,2398821,23.0,0.04085340256734454,0.00041687145476882186,2.320635137011057,Low,pilibhit,1.0,1.0,1.0,1.0,pilibhit,0.7,0,0.1789630974280957,0.019046548357789402,Low
Bulandshahr,142,1,4116049,24.0,0.034499103387739066,0.00024295143230802161,2.4173710274100237,Low,bulandshahr,2.0,3.5,6.0,7.0,bulandshahr,1.2000000000000002,0,0.3070762171107456,0.023953985281276173,Low
Gautam Buddha Nagar,59,4,2613780,25.0,0.02257267252790977,0.0015303506798582894,2.512051511603884,Low,gautam buddha nagar,3.0,1.0,1.0,3.0,gautam buddha nagar,2.0,0,0.19500002909579664,0.028945390806806585,Low
Kheri,146,6,4820329,16.0,0.030288389029047603,0.0012447283162622302,1.615766558672655,Low,kheri,3.0,1.3333333333333333,2.0,4.0,kheri,2.8000000000000003,0,0.35961874957009093,0.02468011710836125,Low
Budaun,90,4,3653296,23.0,0.02463528824382147,0.0010949016997253986,2.3128650949717735,Low,budaun,2.0,2.5,3.0,5.0,budaun,0.8,0,0.2725527115118937,0.022566342452615278,Low
Bahraich,225,32,4156731,15.0,0.054129074024756474,0.007698357194632031,1.5309137156096944,Low,bahraich,1.0,1.0,1.0,1.0,bahraich,0.0,0,0.3101112817235574,0.012979121244864401,Low
Shahjahanpur,64,3,3533793,20.0,0.018110851427913292,0.0008489461606834356,2.0094798987942983,Low,shahjahanpur,5.0,1.0,1.0,5.0,shahjahanpur,1.7,0,0.2636372371884866,0.03180735870353245,Low
Aligarh,97,22,4376425,24.0,0.022164209371804612,0.005026934084326819,2.413595571728066,Low,aligarh,3.0,4.666666666666667,6.0,14.0,aligarh,8.4,0,0.32650146620433695,0.038935340994664516,Low
Kasganj,45,3,1633713,26.0,0.027544617689888005,0.0018363078459925335,2.6146904627679404,Low,kasganj,0.0,0.0,0.0,0.0,,0.0,0,0.12188251594785376,0.016473473283583583,Low
Mathura,115,5,3064227,23.0,0.0375298566326842,0.001631732897073226,2.319580794764879,Low,mathura,3.0,3.6666666666666665,6.0,11.0,mathura,4.2,0,0.22860545040367808,0.031327809071645896,Low
Shrawasti,47,1,1390228,24.0,0.03380740425311531,0.0007193064734705387,2.417263355363293,Low,shrawasti,2.0,1.0,1.0,2.0,sshrawasti,1.6,0,0.10371741326729532,0.024273346007581968,Low
Sitapur,177,11,5391584,13.0,0.032828942292283676,0.002040216752627799,1.3174345795224558,Low,sitapur,13.0,1.4615384615384615,6.0,19.0,sitapur,7.9,0,0.40223700421322056,0.06366101999685225,Low
Hathras,46,0,1789810,27.0,0.025701052066979178,0.0,2.7128505260334896,Low,hathras,1.0,1.0,1.0,1.0,hathras,0.8,0,0.13352807125157734,0.021688907735287335,Low
Etah,106,1,2068262,23.0,0.05125076030019408,0.00048349773868107615,2.325867129019438,Low,etah,4.0,1.0,1.0,4.0,etah,4.4,0,0.15430187321722966,0.034828612334919844,Low
Hardoi,77,3,4789431,16.0,0.01607706635715182,0.0006263792087202008,1.608351722782936,Low,hardoi,6.0,1.1666666666666667,2.0,7.0,hardoi,2.8000000000000003,0,0.3573136164299637,0.034393950373780555,Low
Farrukhabad,76,0,2145188,20.0,0.03542813030839255,0.0,2.0177140651541965,Low,farrukhabad,5.0,1.0,1.0,5.0,farrukhabad,2.4000000000000004,0,0.16004090719798675,0.03283170030838506,Low
Firozabad,62,21,2948291,21.0,0.021029131791943198,0.007122770445658179,2.1140759511188008,Low,firozabad,3.0,2.6666666666666665,6.0,8.0,firozabad,8.7,0,0.21995609071263664,0.0373001716642741,Low
Siddharthnagar,0,0,3367475,1.0,0.0,0.0,0.1,Low,siddharthnagar,2.0,4.0,7.0,8.0,siddharthnagar,2.4000000000000004,0,0.25122914819891795,0.010728844112694425,Low
Mainpuri,111,1,2193399,24.0,0.05060638762030985,0.0004559134019847734,2.425531150511148,Low,mainpuri,2.0,3.5,6.0,7.0,mainpuri,1.2000000000000002,0,0.1636376698952059,0.02377364556540733,Low
Mahrajganj,36,0,3375140,27.0,0.010666224215884378,0.0,2.7053331121079425,Low,mahrajganj,0.0,0.0,0.0,0.0,,0.0,0,0.25180099250984667,0.017275069844200738,Low
Agra,133,32,5296620,20.0,0.0251103533951841,0.006041588786811211,2.0155759710909975,Low,agra,3.0,2.6666666666666665,6.0,8.0,agra,5.3,0,0.3951522523354599,0.03141004983222682,Low
Gonda,196,4,4066976,15.0,0.04819305547905864,0.0009835317444705845,1.5245882936117645,Low,gonda,7.0,1.0,1.0,7.0,gonda,4.4,0,0.3034151452424866,0.03962039095586455,Low
Bara Banki,202,10,3807867,13.0,0.05304807126929591,0.0026261421420443517,1.3278371067056702,Low,bara banki,10.0,1.2,3.0,12.0,bara banki,10.600000000000001,0,0.2840844201856789,0.058165213128652346,Low
Kushinagar,38,0,4300787,25.0,0.008835592183477117,0.0,2.5044177960917384,Low,kushinagar,1.0,1.0,1.0,1.0,kushinagar,0.4,0,0.32085852295710576,0.01998574098369539,Low
Kannauj,71,7,1938161,21.0,0.036632663643526,0.0036116710634462256,2.120122167353486,Low,kannauj,3.0,1.3333333333333333,2.0,4.0,kannauj,11.700000000000001,0,0.1445957392712234,0.04209980624105536,Low
Lucknow,175,10,5804005,17.0,0.030151593597869057,0.0017229482055925176,1.7159372709017309,Low,lucknow,9.0,1.3333333333333333,3.0,12.0,lucknow,16.4,0,0.43300551074388405,0.06711940282549113,Low
Basti,188,14,2718480,19.0,0.06915629322268327,0.005149936729348754,1.9371531149760162,Low,basti,5.0,1.0,1.0,5.0,basti,7.6,0,0.2028111314251166,0.04084056236516982,Low
Gorakhpur,312,11,5059142,18.0,0.06167053622926576,0.002174281726031805,1.831922408977649,Low,gorakhpur,7.0,3.4285714285714284,7.0,24.0,gorakhpur,2.8000000000000003,0,0.3774352995277976,0.03913756132747931,Low
Sant Kabir Nagar,48,1,1990205,23.0,0.024118118485281666,0.0005024608017767014,2.3123102896435292,Low,sant kabir nagar,3.0,1.6666666666666667,3.0,5.0,sant kabir nagar,1.6,0,0.1484784614262103,0.026918183073887433,Low
Unnao,97,4,3601532,18.0,0.026932982963916465,0.0011106384727388235,1.8140218107183277,Low,unnao,3.0,1.3333333333333333,2.0,4.0,unnao,2.6999999999999997,0,0.26869087864680374,0.02566010999257855,Low
Etawah,184,13,1845391,18.0,0.0997078667881224,0.007044577544812996,1.8533762221664678,Low,etawah,7.0,1.7142857142857142,6.0,12.0,etawah,14.700000000000001,0,0.13767466990072663,0.05825594889238195,Low
Kanpur Nagar,112,1,4932257,20.0,0.022707656961103204,0.00020274693715270718,2.011455201949128,Low,kanpur nagar,4.0,2.0,3.0,8.0,kanpur nagar,11.0,0,0.36796909399717903,0.04387183048486428,Low
Auraiya,46,1,1619128,24.0,0.028410354215355427,0.0006176163959859876,2.414513985305671,Low,auraiya,0.0,0.0,0.0,0.0,,0.0,0,0.12079440775804354,0.015168438591006477,Low
Faizabad,207,5,3092832,18.0,0.06692895055405532,0.0016166413177308048,1.834272795935893,Low,faizabad,3.0,2.6666666666666665,6.0,8.0,firozabad,8.7,0,0.23073951518047078,0.035496044266407366,Low
Kanpur Dehat,131,4,2010692,16.0,0.06515169901705482,0.0019893648554825897,1.6335705319362688,Low,kanpur dehat,0.0,0.0,0.0,0.0,,0.0,0,0.15000688600520531,0.01013159644710863,Low
Deoria,211,11,3288259,19.0,0.06416769481965988,0.003345235274958572,1.9337564650473094,Low,deoria,5.0,2.2,6.0,11.0,deoria,2.4000000000000004,0,0.24531926966864662,0.03242389095277351,Low
Sultanpur,139,2,2509152,20.0,0.05539720192319955,0.0007970820420604252,2.02809714198263,Low,sultanpur,6.0,2.0,6.0,12.0,sultanpur,4.2,0,0.18719429829816447,0.039128540815446776,Low
Ambedkar Nagar,44,0,2918048,22.0,0.015078573073506673,0.0,2.2075392865367536,Low,ambedkar nagar,2.0,1.0,1.0,2.0,ambedkar nagar,0.8,0,0.21769982358994683,0.021791330112947548,Low
Rae Bareli,45,0,2819588,30.0,0.01595977852083354,0.0,3.0079798892604166,Low,rae bareli,1.0,1.0,1.0,1.0,rae bareli,0.4,0,0.21035425400690153,0.0230843573929651,Low
Jalaun,145,6,1897451,22.0,0.07641831067047318,0.003162136993260959,2.2397902238318674,Low,jalaun,3.0,3.0,6.0,9.0,jalaun,1.2000000000000002,0,0.14155858572942193,0.025783715440570506,Low
Azamgarh,257,11,5177742,20.0,0.04963553610821088,0.002124478199184123,2.0258800071536975,Low,azamgarh,2.0,1.0,1.0,2.0,azamgarh,4.4,0,0.38628340589128707,0.02674253401341545,Low
Mau,50,0,2493398,24.0,0.020052955845797582,0.0,2.4100264779228993,Low,mau,2.0,1.5,2.0,3.0,mau,0.8,0,0.18601897732303452,0.02305807270758723,Low
Fatehpur,94,1,3038415,16.0,0.030937182708747814,0.0003291189649866789,1.6156331508368673,Low,fatehpur,12.0,1.4166666666666667,6.0,17.0,fatehpur,9.600000000000001,0,0.22667975629360732,0.06482842608303979,Low
Ballia,312,13,3696633,18.0,0.08440112935203468,0.0035167137230014446,1.843958921537518,Low,ballia,4.0,1.0,1.0,4.0,ballia,4.9,0,0.27578585135569256,0.03270266785678082,Low
Jaunpur,200,1,4985265,19.0,0.04011822841915124,0.0002005911420957562,1.9201594097806236,Low,jaunpur,4.0,1.0,1.0,4.0,jaunpur,10.4,0,0.37192373499309683,0.04230729327469282,Low
Jhansi,127,3,2198410,27.0,0.05776902397641932,0.0013646226136162043,2.729566823295018,Low,jhansi,0.0,0.0,0.0,0.0,,0.0,0,0.16401151357975433,0.017289955237955935,Low
Banda,87,4,2069729,22.0,0.042034488573141696,0.001932620164282377,2.221983554368712,Low,banda,6.0,1.0,1.0,6.0,banda,12.000000000000002,0,0.15441131817536827,0.05303311156956155,Low
Ghazipur,97,3,4171506,20.0,0.023252993043759256,0.0007191647333121419,2.0119860788885355,Low,ghazipur,5.0,1.0,1.0,5.0,ghazipurr,6.4,0,0.31121356478865486,0.039551036358097084,Low
Kaushambi,41,1,1981279,21.0,0.020693703410776573,0.0005047244734335749,2.110599213942105,Low,kaushambi,6.0,1.0,1.0,6.0,kaushambi,2.3,0,0.14781254070613858,0.036509054807707,Low
Prayagraj,277,5,7094453,18.0,0.03904458877943092,0.0007047759707478504,1.8198746823750895,Low,prayagraj,4.0,1.25,2.0,5.0,prayagraj,4.800000000000001,0,0.5292788763471913,0.03279569755069121,Low
Varanasi,363,5,4311285,18.0,0.08419763481189484,0.0011597470359765128,1.8426786909239357,Low,varanasi,4.0,2.75,8.0,11.0,varanasi,18.8,0,0.3216417221190275,0.05539321223383173,Low
Chitrakoot,41,3,1269815,24.0,0.032288167961474705,0.002362548875229856,2.4173253584183527,Low,chitrakoot,2.0,1.0,1.0,2.0,chitrakoot,1.2000000000000002,0,0.09473404875172318,0.023608070634072924,Low
Chandauli,40,1,2179069,28.0,0.018356463241870725,0.0004589115810467681,2.809407687411459,Low,chandauli,1.0,6.0,6.0,6.0,chandauli,0.8,0,0.16256858588012324,0.022364817817612653,Low
Bhadohi,36,0,1805095,30.0,0.019943548677493428,0.0,3.0099717743387466,Low,bhadohi,0.0,0.0,0.0,0.0,,0.0,0,0.13466840266612992,0.01906779212190516,Low
Mirzapur,206,0,3135271,21.0,0.06570404918745461,0.0,2.1328520245937272,Low,mirzapur,5.0,1.4,2.0,7.0,mirzapur,0.4,0,0.23390566008738586,0.030446253234648404,Low
Lalitpur,35,4,1495673,25.0,0.023400836947648315,0.002674381365445522,2.5130376091565467,Low,lalitpur,4.0,2.25,6.0,9.0,lalitpur,1.1,0,0.1115840960286625,0.030606447152165702,Low
Sonbhadra,50,0,2259539,24.0,0.0221284076088087,0.0,2.4110642038044046,Low,sonbhadra,4.0,1.25,2.0,5.0,sonbhadra,4.0,0,0.16857201858729015,0.034755463511489636,Low
Amethi,49,6,3139220,21.0,0.015608972929581234,0.0019113028077038245,2.1087601378686425,Low,amethi,4.0,2.5,6.0,10.0,amethi,1.2000000000000002,0,0.2342002736795395,0.02833670875810765,Low
Ghaziabad,70,2,4601786,24.0,0.015211485279845696,0.00043461386513844844,2.4078230495724924,Low,ghaziabad,1.0,1.0,1.0,1.0,ghaziabad,0.4,0,0.3433144349917092,0.019393404016382697,Low
Sambhal,46,10,2818198,23.0,0.016322486922494446,0.003548366722281401,2.3099354268223884,Low,sambhal,3.0,1.3333333333333333,2.0,4.0,sambhal,1.9,0,0.21025055360348457,0.027491557291289537,Low
Mahoba,35,1,1077440,26.0,0.032484407484407486,0.0009281259281259281,2.6167062667062666,Low,mahoba,4.0,1.0,1.0,4.0,mahoba,1.2000000000000002,0,0.08038198752342399,0.031393367981609126,Low
Saharanpur,215,9,4096003,23.0,0.05249019593003228,0.0021972640156757697,2.327343729972854,Low,saharanpur,2.0,1.0,1.0,2.0,saharanpur,1.8000000000000003,0,0.3055806931633383,0.024342007781037914,Low
Bijnor,56,0,4311589,24.0,0.012988250967334782,0.0,2.406494125483668,Low,bijnor,1.0,4.0,4.0,4.0,bijnor,1.6,0,0.32166440191948703,0.021302685433102767,Low
Muzaffarnagar,146,13,3353539,21.0,0.04353609723936415,0.0038765018089844793,2.1237062995241742,Low,muzaffarnagar,8.0,2.25,6.0,18.0,muzaffarnagar,11.200000000000001,0,0.25018945839890455,0.05775762162894165,Low
Baghpat,58,0,1340897,26.0,0.04325462731291069,0.0,2.6216273136564556,Low,baghpat,2.0,3.5,6.0,7.0,baghpat,0.4,0,0.10003709341048843,0.02364471029453632,Low
Meerut,213,10,3877321,21.0,0.054934837739769295,0.00257910036336945,2.1287569690515693,Low,meerut,3.0,3.0,7.0,9.0,meerut,19.2,0,0.2892660085446148,0.05459882039227662,Low
Moradabad,200,1,3696840,22.0,0.05410025859923611,0.0002705012929961805,2.2271853799461163,Low,moradabad,1.0,1.0,1.0,1.0,moradabad,0.4,0,0.2758012945092949,0.01810746190415409,Low
Rampur,52,0,2830370,23.0,0.01837215629052032,0.0,2.3091860781452604,Low,rampur,2.0,3.0,4.0,6.0,rampur,0.4,0,0.21115864087714725,0.0217914049580451,Low
Shamli,44,3,1373173,26.0,0.0320425758444129,0.00218472108030088,2.617113648462357,Low,shamli,1.0,1.0,1.0,1.0,shamli,0.4,0,0.10244503169875137,0.020363956333238037,Low
Balrampur,58,26,2570002,20.0,0.02256807582250909,0.010116723644573038,2.0163423997335412,Low,balrampur,3.0,2.6666666666666665,6.0,8.0,balrampur,1.6,0,0.1917339886204101,0.025061666986511032,Low
Hamirpur,219,20,1250794,10.0,0.1750887836046543,0.015989843251566604,1.0955393134281104,Low,hamirpur,26.0,1.5384615384615385,6.0,40.0,hamirpur,16.6,0,0.09331499452626,0.11819276359596177,Low
Pratapgarh,165,9,3854756,23.0,0.04280426569152496,0.0023347781286286342,2.322569521910077,Low,pratapgarh,9.0,1.1111111111111112,2.0,10.0,pratapgarh,6.0,0,0.2875825555927418,0.05390473916726316,Low
Uttarkashi,1373,25,410687,5.0,3.34317862508431,0.06087360934239457,2.2020261172133524,Low,uttarkashi,0.0,0.0,0.0,0.0,,0.0,0,0.030639142142515986,0.013638280121133538,Low
Chamoli,1546,75,426828,4.0,3.6220679055732052,0.17571480783828614,2.2988913567057456,Low,chamoli,16.0,1.4375,7.0,23.0,chamoli,147.1,0,0.03184333510046779,0.30578181035005925,Low
Dehradun,232,17,2132260,6.0,0.10880474238601295,0.007972761295526811,0.65838875184077,Low,dehradun,9.0,1.8888888888888888,7.0,17.0,dehradun,25.500000000000004,0,0.15907641884160234,0.0745998511369548,Low
Tehri Garhwal,102,6,665938,2.0,0.15316741198129555,0.009009847763605621,0.2810886298724506,Low,tehri garhwal,9.0,1.0,1.0,9.0,tehri garhwal,17.5,0,0.04968204262638654,0.0589442092774883,Low
Rudraprayag,1324,79,248925,2.0,5.318871145927488,0.31736466807271263,3.0181179070001005,Low,rudraprayag,0.0,0.0,0.0,0.0,,0.0,0,0.01857095174141327,0.018931862873506067,Low
Pithoragarh,1636,21,510103,3.0,3.207195409554541,0.0411681562351133,1.924181782894827,Low,pithoragarh,11.0,1.3636363636363635,4.0,15.0,pithoragarh,130.10000000000002,0,0.03805603372963798,0.2594059780918684,Low
Bageshwar,40,13,256564,2.0,0.15590651845153647,0.05066961849674934,0.3032880684741429,Low,bageshwar,4.0,1.25,2.0,5.0,bageshwar,11.7,0,0.01914085633256585,0.03332226543895994,Low
Hardwar,15,0,2449262,6.0,0.006124293766857119,0.0,0.6030621468834286,Low,hardwar,0.0,0.0,0.0,0.0,,0.0,0,0.18272622839842262,0.003475651432634906,Low
Garhwal,171,7,727119,7.0,0.2351747100543377,0.009627034914505053,0.8224008724844214,Low,garhwal,9.0,2.3333333333333335,7.0,21.0,garhwal,39.0,0,0.05424642707347464,0.0974702233160024,Low
Nainital,91,6,1104668,3.0,0.08237769175897193,0.005431496159932214,0.3439045939594521,Low,nainital,2.0,1.0,1.0,2.0,nainital,5.6000000000000005,0,0.08241332175668782,0.01725048959223703,Low
Champawat,26,14,293584,2.0,0.08856068450596763,0.04768652242629026,0.26812360346612896,Low,champawat,1.0,1.0,1.0,1.0,champawat,7.6,0,0.02190271887536838,0.016658622214982,Low
Udham Singh Nagar,26,3,2171345,2.0,0.011974145057556491,0.0013816321220257491,0.20667788858979114,Low,udham singh nagar,2.0,1.0,1.0,2.0,udam singh nagar,4.300000000000001,0,0.16199233989739478,0.014370654978922098,Low
South Twenty Four Pargan*,30,0,12843801,17.0,0.002335757148526359,0.0,1.7011678785742634,Low,south twenty four pargan*,0.0,0.0,0.0,0.0,,0.0,0,0.958206723098586,0.011887155012312006,Low
Darjiling,548,63,1849559,11.0,0.2962868445937653,0.03406217373979419,1.2651745091667799,Low,darjiling,35.0,1.6285714285714286,7.0,57.0,darjeeling,179.8,0,0.13798562190176394,0.4142988668270849,Medium
Jalpaiguri,366,20,2766173,17.0,0.13231276568746786,0.007230205775271468,1.7697714857313698,Low,jalpaiguri,9.0,1.1111111111111112,2.0,10.0,jalpaiguri,9.3,0,0.2063692489360264,0.05554474372258267,Low
Dakshin Dinajpur,190,3,1838248,24.0,0.10335928558061808,0.0016319887196939696,2.4524956371501565,Low,dakshin dinajpur,7.0,12.285714285714286,38.0,86.0,dakshin dinajpur,29.200000000000003,0,0.13714176919453436,0.08575652083302987,Low
Maldah,221,53,4260890,11.0,0.051867098188406645,0.012438715855138246,1.1321529070217726,Low,maldah,1.0,1.0,1.0,1.0,maldah,0.0,0,0.3178820229606122,0.010395607744533594,Low
Murshidabad,435,9,8350690,23.0,0.05209150381585235,0.0010777552513624622,2.326584629533608,Low,murshidabad,10.0,4.9,31.0,49.0,murshidabad,82.89999999999999,0,0.6229999437481265,0.1828978791314556,Low
Birbhum,186,1,4082552,31.0,0.04555973812458482,0.00024494482862680013,3.122902341476606,Low,birbhum,1.0,3.0,3.0,3.0,birbhum,0.0,0,0.3045771865976106,0.023334872441356604,Low
Nadia,230,3,5440236,24.0,0.042277577663910174,0.000551446665181437,2.4214145121645463,Low,nadia,5.0,1.6,3.0,8.0,nadia,2.3,0,0.4058666675420274,0.035697374009680406,Low
Purba Bardhaman,45,0,4891157,34.0,0.009200277153237976,0.0,3.4046001385766194,Low,purba bardhaman,1.0,1.0,1.0,1.0,purba bardhaman,1.0,0,0.3649028446587354,0.026894718607748478,Low
Puruliya,54,0,3407465,32.0,0.015847558228771243,0.0,3.207923779114386,Low,puruliya,4.0,1.75,4.0,7.0,purulia,6.0,0,0.2542125864238416,0.04333815520788277,Low
Bankura,203,26,3957405,35.0,0.051296240844694946,0.006569961881586545,3.528933101363141,Low,bankura,1.0,1.0,1.0,1.0,bankura,15.0,0,0.2952406438735667,0.05037781900904079,Low
North Twenty Four Pargan*,294,16,10544399,19.0,0.027882101198939833,0.0015173932625273379,1.9146997472307337,Low,north twenty four pargan*,0.0,0.0,0.0,0.0,,0.0,0,0.7866607410714326,0.012998154231950979,Low
Hooghly,175,18,5689338,10.0,0.030759290448203292,0.0031638127318151955,1.0169615515900092,Low,hooghly,4.0,2.5,7.0,10.0,hooghly,3.7,0,0.4244508242988398,0.025607242361400228,Low
Medinipur West,294,10,5510554,10.0,0.05335216749531898,0.0018146995746707137,1.027583433534995,Low,medinipur west,0.0,0.0,0.0,0.0,,0.0,0,0.4111127142812167,0.006611260152706368,Low
Howrah,170,8,4370011,9.0,0.038901503909257895,0.001830659007494489,0.9203660814583762,Low,howrah,6.0,1.0,1.0,6.0,howrah,2.5,0,0.3260229522564835,0.029375546345762494,Low
Kolkata,262,79,2896202,3.0,0.09046330331931268,0.027277102909258402,0.3588702031142856,Low,kolkata,42.0,1.0952380952380953,2.0,46.0,kolkata,41.7,0,0.21607001135034487,0.20653486134746032,Low
Purba Medinipur,302,17,5760374,10.0,0.052427151431486914,0.0029511972660108527,1.0276891743487488,Low,purba medinipur,32.0,2.0625,9.0,66.0,purba medinipur,87.2,0,0.4297504371456934,0.25274195698304497,Low
